"FSC.A","sample_type","diameter","replicate"
10814.0098,"beads",4,"FC-PT79"
10987.25,"beads",4,"FC-PT79"
10644.3193,"beads",4,"FC-PT79"
12726.75,"beads",4,"FC-PT79"
11490.6396,"beads",4,"FC-PT79"
10836.7295,"beads",4,"FC-PT79"
10998.6094,"beads",4,"FC-PT79"
10490.25,"beads",4,"FC-PT79"
13379.2393,"beads",4,"FC-PT79"
12608.1797,"beads",4,"FC-PT79"
11506.9697,"beads",4,"FC-PT79"
11662.46,"beads",4,"FC-PT79"
12250.3398,"beads",4,"FC-PT79"
12112.5996,"beads",4,"FC-PT79"
11191.0195,"beads",4,"FC-PT79"
12623.0898,"beads",4,"FC-PT79"
10884.2998,"beads",4,"FC-PT79"
12189.2793,"beads",4,"FC-PT79"
11225.0996,"beads",4,"FC-PT79"
10910.5693,"beads",4,"FC-PT79"
11066.7695,"beads",4,"FC-PT79"
11156.9395,"beads",4,"FC-PT79"
12118.2793,"beads",4,"FC-PT79"
11766.8301,"beads",4,"FC-PT79"
11847.0596,"beads",4,"FC-PT79"
12680.5996,"beads",4,"FC-PT79"
11575.8398,"beads",4,"FC-PT79"
10718.1602,"beads",4,"FC-PT79"
11595.7197,"beads",4,"FC-PT79"
11573.71,"beads",4,"FC-PT79"
11218.71,"beads",4,"FC-PT79"
11526.8496,"beads",4,"FC-PT79"
10730.9395,"beads",4,"FC-PT79"
11623.4092,"beads",4,"FC-PT79"
14626.71,"beads",4,"FC-PT79"
11301.0693,"beads",4,"FC-PT79"
14010.4297,"beads",4,"FC-PT79"
12118.9893,"beads",4,"FC-PT79"
14523.7598,"beads",4,"FC-PT79"
11441.6494,"beads",4,"FC-PT79"
12209.1592,"beads",4,"FC-PT79"
11570.8701,"beads",4,"FC-PT79"
10635.7998,"beads",4,"FC-PT79"
11837.1201,"beads",4,"FC-PT79"
11800.1992,"beads",4,"FC-PT79"
10324.8193,"beads",4,"FC-PT79"
11135.6396,"beads",4,"FC-PT79"
12130.3496,"beads",4,"FC-PT79"
11387.6895,"beads",4,"FC-PT79"
11286.1592,"beads",4,"FC-PT79"
11709.3193,"beads",4,"FC-PT79"
12245.3701,"beads",4,"FC-PT79"
12753.7295,"beads",4,"FC-PT79"
12344.7695,"beads",4,"FC-PT79"
12205.6094,"beads",4,"FC-PT79"
12310.6895,"beads",4,"FC-PT79"
11443.0693,"beads",4,"FC-PT79"
11399.0498,"beads",4,"FC-PT79"
11928,"beads",4,"FC-PT79"
12223.3594,"beads",4,"FC-PT79"
10400.79,"beads",4,"FC-PT79"
13532.5996,"beads",4,"FC-PT79"
11027.7197,"beads",4,"FC-PT79"
11795.2295,"beads",4,"FC-PT79"
11845.6396,"beads",4,"FC-PT79"
11837.8301,"beads",4,"FC-PT79"
12844.6094,"beads",4,"FC-PT79"
11514.0693,"beads",4,"FC-PT79"
11543.1797,"beads",4,"FC-PT79"
11959.9492,"beads",4,"FC-PT79"
11925.8701,"beads",4,"FC-PT79"
12040.1797,"beads",4,"FC-PT79"
10891.3994,"beads",4,"FC-PT79"
12127.5098,"beads",4,"FC-PT79"
12895.7295,"beads",4,"FC-PT79"
14289.46,"beads",4,"FC-PT79"
11360.71,"beads",4,"FC-PT79"
11727.0693,"beads",4,"FC-PT79"
13263.5098,"beads",4,"FC-PT79"
8178.4897,"beads",4,"FC-PT79"
12083.4893,"beads",4,"FC-PT79"
11889.6592,"beads",4,"FC-PT79"
11435.9697,"beads",4,"FC-PT79"
11482.1201,"beads",4,"FC-PT79"
12109.0498,"beads",4,"FC-PT79"
12679.8896,"beads",4,"FC-PT79"
15071.8799,"beads",4,"FC-PT79"
13996.9395,"beads",4,"FC-PT79"
16131.1992,"beads",4,"FC-PT79"
11276.2197,"beads",4,"FC-PT79"
14559.9697,"beads",4,"FC-PT79"
11401.8896,"beads",4,"FC-PT79"
12219.0996,"beads",4,"FC-PT79"
10787.7393,"beads",4,"FC-PT79"
11192.4395,"beads",4,"FC-PT79"
11666.0098,"beads",4,"FC-PT79"
12228.3301,"beads",4,"FC-PT79"
11414.6699,"beads",4,"FC-PT79"
11668.1396,"beads",4,"FC-PT79"
11833.5693,"beads",4,"FC-PT79"
12388.79,"beads",4,"FC-PT79"
11822.9199,"beads",4,"FC-PT79"
11328.7598,"beads",4,"FC-PT79"
12828.9893,"beads",4,"FC-PT79"
10598.8799,"beads",4,"FC-PT79"
13081.75,"beads",4,"FC-PT79"
12463.3398,"beads",4,"FC-PT79"
12577.6494,"beads",4,"FC-PT79"
11937.2295,"beads",4,"FC-PT79"
11609.21,"beads",4,"FC-PT79"
12114.0195,"beads",4,"FC-PT79"
12795.6191,"beads",4,"FC-PT79"
15908.2598,"beads",4,"FC-PT79"
13780.3896,"beads",4,"FC-PT79"
10398.6602,"beads",4,"FC-PT79"
11791.6797,"beads",4,"FC-PT79"
11592.1699,"beads",4,"FC-PT79"
11881.1396,"beads",4,"FC-PT79"
11200.25,"beads",4,"FC-PT79"
11762.5693,"beads",4,"FC-PT79"
12046.5693,"beads",4,"FC-PT79"
11157.6494,"beads",4,"FC-PT79"
12861.6494,"beads",4,"FC-PT79"
12699.7695,"beads",4,"FC-PT79"
12152.3594,"beads",4,"FC-PT79"
13937.2998,"beads",4,"FC-PT79"
13208.8398,"beads",4,"FC-PT79"
12726.75,"beads",4,"FC-PT79"
11847.7695,"beads",4,"FC-PT79"
12451.2695,"beads",4,"FC-PT79"
11651.0996,"beads",4,"FC-PT79"
13526.21,"beads",4,"FC-PT79"
13860.6191,"beads",4,"FC-PT79"
12987.3193,"beads",4,"FC-PT79"
11176.1094,"beads",4,"FC-PT79"
12528.6592,"beads",4,"FC-PT79"
13032.0498,"beads",4,"FC-PT79"
15102.4092,"beads",4,"FC-PT79"
16665.1191,"beads",4,"FC-PT79"
15304.7598,"beads",4,"FC-PT79"
14207.8096,"beads",4,"FC-PT79"
11668.8496,"beads",4,"FC-PT79"
12205.6094,"beads",4,"FC-PT79"
13090.9795,"beads",4,"FC-PT79"
11666.0098,"beads",4,"FC-PT79"
12490.3193,"beads",4,"FC-PT79"
12153.7793,"beads",4,"FC-PT79"
12378.1396,"beads",4,"FC-PT79"
12726.04,"beads",4,"FC-PT79"
12063.6094,"beads",4,"FC-PT79"
11267.6992,"beads",4,"FC-PT79"
11225.0996,"beads",4,"FC-PT79"
11768.96,"beads",4,"FC-PT79"
11632.6396,"beads",4,"FC-PT79"
14230.5293,"beads",4,"FC-PT79"
14246.1494,"beads",4,"FC-PT79"
13570.9395,"beads",4,"FC-PT79"
12035.9199,"beads",4,"FC-PT79"
11879.0098,"beads",4,"FC-PT79"
11441.6494,"beads",4,"FC-PT79"
11790.9697,"beads",4,"FC-PT79"
11950.7197,"beads",4,"FC-PT79"
12535.7598,"beads",4,"FC-PT79"
11173.9795,"beads",4,"FC-PT79"
12574.8096,"beads",4,"FC-PT79"
13681.6992,"beads",4,"FC-PT79"
12390.21,"beads",4,"FC-PT79"
13463.0195,"beads",4,"FC-PT79"
11073.8701,"beads",4,"FC-PT79"
11683.0498,"beads",4,"FC-PT79"
11390.5293,"beads",4,"FC-PT79"
10813.2998,"beads",4,"FC-PT79"
12687.6992,"beads",4,"FC-PT79"
13213.8096,"beads",4,"FC-PT79"
11398.3398,"beads",4,"FC-PT79"
11217.29,"beads",4,"FC-PT79"
11091.6201,"beads",4,"FC-PT79"
10672.7197,"beads",4,"FC-PT79"
11572.29,"beads",4,"FC-PT79"
11183.21,"beads",4,"FC-PT79"
12480.3799,"beads",4,"FC-PT79"
12046.5693,"beads",4,"FC-PT79"
10909.1494,"beads",4,"FC-PT79"
11729.9092,"beads",4,"FC-PT79"
10822.5293,"beads",4,"FC-PT79"
11747.6592,"beads",4,"FC-PT79"
11588.6201,"beads",4,"FC-PT79"
12789.9395,"beads",4,"FC-PT79"
11230.7793,"beads",4,"FC-PT79"
9927.9297,"beads",4,"FC-PT79"
10193.4697,"beads",4,"FC-PT79"
11323.0801,"beads",4,"FC-PT79"
12824.7295,"beads",4,"FC-PT79"
10676.2695,"beads",4,"FC-PT79"
12985.8994,"beads",4,"FC-PT79"
11579.3896,"beads",4,"FC-PT79"
12926.9697,"beads",4,"FC-PT79"
9190.9502,"beads",4,"FC-PT79"
11661.04,"beads",4,"FC-PT79"
11404.7295,"beads",4,"FC-PT79"
10749.3994,"beads",4,"FC-PT79"
11349.3496,"beads",4,"FC-PT79"
11212.3193,"beads",4,"FC-PT79"
10654.9697,"beads",4,"FC-PT79"
12181.4697,"beads",4,"FC-PT79"
11336.5693,"beads",4,"FC-PT79"
12571.9697,"beads",4,"FC-PT79"
11176.1094,"beads",4,"FC-PT79"
11836.4092,"beads",4,"FC-PT79"
11460.8193,"beads",4,"FC-PT79"
12178.6299,"beads",4,"FC-PT79"
11690.1494,"beads",4,"FC-PT79"
11902.4395,"beads",4,"FC-PT79"
12425.71,"beads",4,"FC-PT79"
12601.79,"beads",4,"FC-PT79"
11686.5996,"beads",4,"FC-PT79"
11938.6494,"beads",4,"FC-PT79"
10495.2197,"beads",4,"FC-PT79"
11546.0195,"beads",4,"FC-PT79"
12084.1992,"beads",4,"FC-PT79"
12236.1396,"beads",4,"FC-PT79"
9876.8096,"beads",4,"FC-PT79"
12144.5498,"beads",4,"FC-PT79"
13245.7598,"beads",4,"FC-PT79"
11188.8896,"beads",4,"FC-PT79"
10535.6895,"beads",4,"FC-PT79"
10947.4893,"beads",4,"FC-PT79"
12988.0293,"beads",4,"FC-PT79"
13130.0293,"beads",4,"FC-PT79"
10686.9199,"beads",4,"FC-PT79"
11964.21,"beads",4,"FC-PT79"
10569.0596,"beads",4,"FC-PT79"
10506.5801,"beads",4,"FC-PT79"
11370.6494,"beads",4,"FC-PT79"
11805.1699,"beads",4,"FC-PT79"
11602.1094,"beads",4,"FC-PT79"
11788.8398,"beads",4,"FC-PT79"
13186.8301,"beads",4,"FC-PT79"
10670.5898,"beads",4,"FC-PT79"
16608.3203,"beads",4,"FC-PT79"
15989.9092,"beads",4,"FC-PT79"
12037.3398,"beads",4,"FC-PT79"
10981.5693,"beads",4,"FC-PT79"
13509.1699,"beads",4,"FC-PT79"
11497.7393,"beads",4,"FC-PT79"
12385.2393,"beads",4,"FC-PT79"
11433.8398,"beads",4,"FC-PT79"
10187.79,"beads",4,"FC-PT79"
11328.0498,"beads",4,"FC-PT79"
12906.3799,"beads",4,"FC-PT79"
11765.4092,"beads",4,"FC-PT79"
12431.3896,"beads",4,"FC-PT79"
11930.1299,"beads",4,"FC-PT79"
12172.9492,"beads",4,"FC-PT79"
11996.1592,"beads",4,"FC-PT79"
11465.0801,"beads",4,"FC-PT79"
12253.8896,"beads",4,"FC-PT79"
11687.3096,"beads",4,"FC-PT79"
10641.4795,"beads",4,"FC-PT79"
11554.54,"beads",4,"FC-PT79"
10640.7695,"beads",4,"FC-PT79"
11817.2393,"beads",4,"FC-PT79"
11082.3896,"beads",4,"FC-PT79"
11264.1494,"beads",4,"FC-PT79"
11538.21,"beads",4,"FC-PT79"
11208.0596,"beads",4,"FC-PT79"
10422.7998,"beads",4,"FC-PT79"
11830.7295,"beads",4,"FC-PT79"
13018.5596,"beads",4,"FC-PT79"
11850.6094,"beads",4,"FC-PT79"
12277.3193,"beads",4,"FC-PT79"
12378.1396,"beads",4,"FC-PT79"
13923.8096,"beads",4,"FC-PT79"
14414.4199,"beads",4,"FC-PT79"
11406.1494,"beads",4,"FC-PT79"
11386.9795,"beads",4,"FC-PT79"
14410.8691,"beads",4,"FC-PT79"
14673.5693,"beads",4,"FC-PT79"
12785.6797,"beads",4,"FC-PT79"
13281.2598,"beads",4,"FC-PT79"
13100.21,"beads",4,"FC-PT79"
11850.6094,"beads",4,"FC-PT79"
11418.9297,"beads",4,"FC-PT79"
11935.8096,"beads",4,"FC-PT79"
12065.7393,"beads",4,"FC-PT79"
11797.3594,"beads",4,"FC-PT79"
15186.1895,"beads",4,"FC-PT79"
12457.6592,"beads",4,"FC-PT79"
14851.7793,"beads",4,"FC-PT79"
12981.6396,"beads",4,"FC-PT79"
12906.3799,"beads",4,"FC-PT79"
12869.46,"beads",4,"FC-PT79"
12262.4092,"beads",4,"FC-PT79"
12128.9297,"beads",4,"FC-PT79"
11825.7598,"beads",4,"FC-PT79"
10934,"beads",4,"FC-PT79"
12305.7197,"beads",4,"FC-PT79"
10773.54,"beads",4,"FC-PT79"
16495.4297,"beads",4,"FC-PT79"
13791.75,"beads",4,"FC-PT79"
13019.9795,"beads",4,"FC-PT79"
10850.9297,"beads",4,"FC-PT79"
12481.0898,"beads",4,"FC-PT79"
11633.3496,"beads",4,"FC-PT79"
12038.7598,"beads",4,"FC-PT79"
12343.3496,"beads",4,"FC-PT79"
11317.3994,"beads",4,"FC-PT79"
11818.6592,"beads",4,"FC-PT79"
14466.96,"beads",4,"FC-PT79"
14467.6699,"beads",4,"FC-PT79"
13713.6494,"beads",4,"FC-PT79"
10647.8701,"beads",4,"FC-PT79"
10669.1699,"beads",4,"FC-PT79"
9950.6494,"beads",4,"FC-PT79"
10503.0293,"beads",4,"FC-PT79"
10855.1895,"beads",4,"FC-PT79"
10046.5,"beads",4,"FC-PT79"
10266.5996,"beads",4,"FC-PT79"
11306.04,"beads",4,"FC-PT79"
11301.0693,"beads",4,"FC-PT79"
10755.0801,"beads",4,"FC-PT79"
12068.5801,"beads",4,"FC-PT79"
12246.0801,"beads",4,"FC-PT79"
10964.5293,"beads",4,"FC-PT79"
14568.4893,"beads",4,"FC-PT79"
11590.75,"beads",4,"FC-PT79"
15622.8398,"beads",4,"FC-PT79"
14431.46,"beads",4,"FC-PT79"
14073.6191,"beads",4,"FC-PT79"
10016.6797,"beads",4,"FC-PT79"
11305.3301,"beads",4,"FC-PT79"
13602.8896,"beads",4,"FC-PT79"
11594.2998,"beads",4,"FC-PT79"
10449.0693,"beads",4,"FC-PT79"
11602.8193,"beads",4,"FC-PT79"
11098.0098,"beads",4,"FC-PT79"
11081.6797,"beads",4,"FC-PT79"
12454.1094,"beads",4,"FC-PT79"
12191.4092,"beads",4,"FC-PT79"
10669.8799,"beads",4,"FC-PT79"
12431.3896,"beads",4,"FC-PT79"
9538.8496,"beads",4,"FC-PT79"
12187.8594,"beads",4,"FC-PT79"
13580.1699,"beads",4,"FC-PT79"
14765.8691,"beads",4,"FC-PT79"
11561.6396,"beads",4,"FC-PT79"
14310.0498,"beads",4,"FC-PT79"
15642.7197,"beads",4,"FC-PT79"
14242.5996,"beads",4,"FC-PT79"
13088.8496,"beads",4,"FC-PT79"
14302.9492,"beads",4,"FC-PT79"
11262.0195,"beads",4,"FC-PT79"
11433.1299,"beads",4,"FC-PT79"
13950.79,"beads",4,"FC-PT79"
11790.9697,"beads",4,"FC-PT79"
11303.1992,"beads",4,"FC-PT79"
15042.0596,"beads",4,"FC-PT79"
12752.3096,"beads",4,"FC-PT79"
10495.9297,"beads",4,"FC-PT79"
13656.8496,"beads",4,"FC-PT79"
12969.5693,"beads",4,"FC-PT79"
13880.5,"beads",4,"FC-PT79"
15511.3691,"beads",4,"FC-PT79"
15326.0596,"beads",4,"FC-PT79"
15793.2393,"beads",4,"FC-PT79"
15335.2891,"beads",4,"FC-PT79"
14689.8994,"beads",4,"FC-PT79"
13430.3594,"beads",4,"FC-PT79"
11589.3301,"beads",4,"FC-PT79"
12496,"beads",4,"FC-PT79"
13066.8398,"beads",4,"FC-PT79"
10392.9795,"beads",4,"FC-PT79"
10070.6396,"beads",4,"FC-PT79"
9469.9795,"beads",4,"FC-PT79"
10567.6396,"beads",4,"FC-PT79"
11216.5801,"beads",4,"FC-PT79"
13828.6699,"beads",4,"FC-PT79"
15226.6592,"beads",4,"FC-PT79"
11536.0801,"beads",4,"FC-PT79"
14755.9297,"beads",4,"FC-PT79"
12311.3994,"beads",4,"FC-PT79"
12732.4297,"beads",4,"FC-PT79"
15191.8691,"beads",4,"FC-PT79"
10433.4492,"beads",4,"FC-PT79"
10944.6494,"beads",4,"FC-PT79"
11075.29,"beads",4,"FC-PT79"
12040.8896,"beads",4,"FC-PT79"
11679.5,"beads",4,"FC-PT79"
12128.2197,"beads",4,"FC-PT79"
10448.3594,"beads",4,"FC-PT79"
11710.7393,"beads",4,"FC-PT79"
11524.0098,"beads",4,"FC-PT79"
13445.9795,"beads",4,"FC-PT79"
12656.46,"beads",4,"FC-PT79"
12213.4199,"beads",4,"FC-PT79"
13902.5098,"beads",4,"FC-PT79"
12675.6299,"beads",4,"FC-PT79"
12871.5898,"beads",4,"FC-PT79"
11881.8496,"beads",4,"FC-PT79"
11450.8799,"beads",4,"FC-PT79"
12488.1895,"beads",4,"FC-PT79"
13029.9199,"beads",4,"FC-PT79"
11352.8994,"beads",4,"FC-PT79"
10753.6602,"beads",4,"FC-PT79"
12562.0293,"beads",4,"FC-PT79"
13209.5498,"beads",4,"FC-PT79"
11418.9297,"beads",4,"FC-PT79"
12143.8398,"beads",4,"FC-PT79"
11900.3096,"beads",4,"FC-PT79"
11892.5,"beads",4,"FC-PT79"
12569.1299,"beads",4,"FC-PT79"
12293.6494,"beads",4,"FC-PT79"
10749.3994,"beads",4,"FC-PT79"
11480.6992,"beads",4,"FC-PT79"
10122.4697,"beads",4,"FC-PT79"
12529.3691,"beads",4,"FC-PT79"
12601.79,"beads",4,"FC-PT79"
12572.6797,"beads",4,"FC-PT79"
10637.9297,"beads",4,"FC-PT79"
11284.0293,"beads",4,"FC-PT79"
10881.46,"beads",4,"FC-PT79"
10913.4102,"beads",4,"FC-PT79"
8510.0596,"beads",4,"FC-PT79"
10042.2393,"beads",4,"FC-PT79"
11913.0898,"beads",4,"FC-PT79"
9546.6602,"beads",4,"FC-PT79"
9767.4697,"beads",4,"FC-PT79"
11460.8193,"beads",4,"FC-PT79"
12140.29,"beads",4,"FC-PT79"
10198.4395,"beads",4,"FC-PT79"
10539.9492,"beads",4,"FC-PT79"
10258.79,"beads",4,"FC-PT79"
10223.29,"beads",4,"FC-PT79"
10497.3496,"beads",4,"FC-PT79"
10511.5498,"beads",4,"FC-PT79"
13120.0898,"beads",4,"FC-PT79"
12628.0596,"beads",4,"FC-PT79"
12295.7793,"beads",4,"FC-PT79"
11540.3398,"beads",4,"FC-PT79"
10860.8701,"beads",4,"FC-PT79"
13122.2197,"beads",4,"FC-PT79"
12429.2598,"beads",4,"FC-PT79"
12819.7598,"beads",4,"FC-PT79"
13038.4395,"beads",4,"FC-PT79"
11122.1494,"beads",4,"FC-PT79"
12848.8691,"beads",4,"FC-PT79"
12882.9492,"beads",4,"FC-PT79"
12181.4697,"beads",4,"FC-PT79"
12250.3398,"beads",4,"FC-PT79"
12752.3096,"beads",4,"FC-PT79"
12936.1992,"beads",4,"FC-PT79"
13224.46,"beads",4,"FC-PT79"
9971.9492,"beads",4,"FC-PT79"
12589.0098,"beads",4,"FC-PT79"
12066.4492,"beads",4,"FC-PT79"
11059.6699,"beads",4,"FC-PT79"
12312.8193,"beads",4,"FC-PT79"
12496.71,"beads",4,"FC-PT79"
12353.29,"beads",4,"FC-PT79"
12144.5498,"beads",4,"FC-PT79"
12860.9395,"beads",4,"FC-PT79"
11723.5195,"beads",4,"FC-PT79"
11159.7793,"beads",4,"FC-PT79"
13160.5596,"beads",4,"FC-PT79"
10360.3193,"beads",4,"FC-PT79"
10472.5,"beads",4,"FC-PT79"
10253.1094,"beads",4,"FC-PT79"
13076.7793,"beads",4,"FC-PT79"
12554.9297,"beads",4,"FC-PT79"
12221.2295,"beads",4,"FC-PT79"
12879.3994,"beads",4,"FC-PT79"
15725.0791,"beads",4,"FC-PT79"
10965.9492,"beads",4,"FC-PT79"
12505.2295,"beads",4,"FC-PT79"
8904.8193,"beads",4,"FC-PT79"
9387.6201,"beads",4,"FC-PT79"
9837.0498,"beads",4,"FC-PT79"
12788.5195,"beads",4,"FC-PT79"
10960.2695,"beads",4,"FC-PT79"
10656.3896,"beads",4,"FC-PT79"
11244.9795,"beads",4,"FC-PT79"
10812.5898,"beads",4,"FC-PT79"
11165.46,"beads",4,"FC-PT79"
10793.4199,"beads",4,"FC-PT79"
10559.1201,"beads",4,"FC-PT79"
10232.5195,"beads",4,"FC-PT79"
11627.6699,"beads",4,"FC-PT79"
9805.8096,"beads",4,"FC-PT79"
12268.7998,"beads",4,"FC-PT79"
10855.1895,"beads",4,"FC-PT79"
10510.1299,"beads",4,"FC-PT79"
10412.8594,"beads",4,"FC-PT79"
10677.6895,"beads",4,"FC-PT79"
10911.2793,"beads",4,"FC-PT79"
10793.4199,"beads",4,"FC-PT79"
11891.79,"beads",4,"FC-PT79"
11092.3301,"beads",4,"FC-PT79"
12895.7295,"beads",4,"FC-PT79"
11770.3799,"beads",4,"FC-PT79"
12113.3096,"beads",4,"FC-PT79"
13263.5098,"beads",4,"FC-PT79"
12515.1699,"beads",4,"FC-PT79"
13127.1895,"beads",4,"FC-PT79"
11031.2695,"beads",4,"FC-PT79"
10790.5801,"beads",4,"FC-PT79"
11136.3496,"beads",4,"FC-PT79"
11272.6699,"beads",4,"FC-PT79"
11658.9092,"beads",4,"FC-PT79"
12779.29,"beads",4,"FC-PT79"
12301.46,"beads",4,"FC-PT79"
11664.5898,"beads",4,"FC-PT79"
11201.6699,"beads",4,"FC-PT79"
11252.79,"beads",4,"FC-PT79"
12452.6895,"beads",4,"FC-PT79"
9842.7295,"beads",4,"FC-PT79"
9018.4199,"beads",4,"FC-PT79"
12554.2197,"beads",4,"FC-PT79"
11379.1699,"beads",4,"FC-PT79"
11168.2998,"beads",4,"FC-PT79"
12325.5996,"beads",4,"FC-PT79"
12547.8301,"beads",4,"FC-PT79"
12202.0596,"beads",4,"FC-PT79"
12088.46,"beads",4,"FC-PT79"
11637.6094,"beads",4,"FC-PT79"
12109.7598,"beads",4,"FC-PT79"
12456.2393,"beads",4,"FC-PT79"
11692.2793,"beads",4,"FC-PT79"
12688.4092,"beads",4,"FC-PT79"
11431,"beads",4,"FC-PT79"
10560.54,"beads",4,"FC-PT79"
11124.2793,"beads",4,"FC-PT79"
11877.5898,"beads",4,"FC-PT79"
12530.0801,"beads",4,"FC-PT79"
10777.0898,"beads",4,"FC-PT79"
10943.9395,"beads",4,"FC-PT79"
12526.5293,"beads",4,"FC-PT79"
11699.3799,"beads",4,"FC-PT79"
11280.4795,"beads",4,"FC-PT79"
11186.0498,"beads",4,"FC-PT79"
10611.6602,"beads",4,"FC-PT79"
12232.5898,"beads",4,"FC-PT79"
11910.96,"beads",4,"FC-PT79"
12197.0898,"beads",4,"FC-PT79"
11449.46,"beads",4,"FC-PT79"
11203.7998,"beads",4,"FC-PT79"
11093.75,"beads",4,"FC-PT79"
12663.5596,"beads",4,"FC-PT79"
12449.1396,"beads",4,"FC-PT79"
11762.5693,"beads",4,"FC-PT79"
12590.4297,"beads",4,"FC-PT79"
12459.79,"beads",4,"FC-PT79"
11173.9795,"beads",4,"FC-PT79"
11617.7295,"beads",4,"FC-PT79"
11912.3799,"beads",4,"FC-PT79"
12159.46,"beads",4,"FC-PT79"
12707.5801,"beads",4,"FC-PT79"
12570.5498,"beads",4,"FC-PT79"
12526.5293,"beads",4,"FC-PT79"
11627.6699,"beads",4,"FC-PT79"
14406.6094,"beads",4,"FC-PT79"
12416.4795,"beads",4,"FC-PT79"
10317.7197,"beads",4,"FC-PT79"
11094.46,"beads",4,"FC-PT79"
12609.5996,"beads",4,"FC-PT79"
12753.7295,"beads",4,"FC-PT79"
12400.1494,"beads",4,"FC-PT79"
11864.0996,"beads",4,"FC-PT79"
11374.9092,"beads",4,"FC-PT79"
12232.5898,"beads",4,"FC-PT79"
12371.75,"beads",4,"FC-PT79"
12366.7793,"beads",4,"FC-PT79"
11139.8994,"beads",4,"FC-PT79"
11107.9492,"beads",4,"FC-PT79"
11177.5293,"beads",4,"FC-PT79"
11360,"beads",4,"FC-PT79"
10736.6201,"beads",4,"FC-PT79"
10400.0801,"beads",4,"FC-PT79"
15874.8896,"beads",4,"FC-PT79"
10552.0195,"beads",4,"FC-PT79"
11832.1494,"beads",4,"FC-PT79"
12341.9297,"beads",4,"FC-PT79"
12096.2695,"beads",4,"FC-PT79"
12917.0293,"beads",4,"FC-PT79"
12140.29,"beads",4,"FC-PT79"
12181.4697,"beads",4,"FC-PT79"
12959.6299,"beads",4,"FC-PT79"
13375.6895,"beads",4,"FC-PT79"
12827.5693,"beads",4,"FC-PT79"
13340.8994,"beads",4,"FC-PT79"
12153.0693,"beads",4,"FC-PT79"
12080.6494,"beads",4,"FC-PT79"
12767.2197,"beads",4,"FC-PT79"
12398.0195,"beads",4,"FC-PT79"
12253.8896,"beads",4,"FC-PT79"
12722.4893,"beads",4,"FC-PT79"
11137.7695,"beads",4,"FC-PT79"
12422.8691,"beads",4,"FC-PT79"
12522.2695,"beads",4,"FC-PT79"
12003.2598,"beads",4,"FC-PT79"
10250.2695,"beads",4,"FC-PT79"
10622.3096,"beads",4,"FC-PT79"
10669.1699,"beads",4,"FC-PT79"
12422.1592,"beads",4,"FC-PT79"
12057.2197,"beads",4,"FC-PT79"
10741.5898,"beads",4,"FC-PT79"
11692.9893,"beads",4,"FC-PT79"
12385.9492,"beads",4,"FC-PT79"
11885.3994,"beads",4,"FC-PT79"
12295.7793,"beads",4,"FC-PT79"
9555.8896,"beads",4,"FC-PT79"
12058.6396,"beads",4,"FC-PT79"
9182.4297,"beads",4,"FC-PT79"
11667.4297,"beads",4,"FC-PT79"
12172.2393,"beads",4,"FC-PT79"
10684.79,"beads",4,"FC-PT79"
12736.6895,"beads",4,"FC-PT79"
11626.25,"beads",4,"FC-PT79"
12214.1299,"beads",4,"FC-PT79"
12569.8398,"beads",4,"FC-PT79"
11526.8496,"beads",4,"FC-PT79"
12360.3896,"beads",4,"FC-PT79"
11169.7197,"beads",4,"FC-PT79"
11492.0596,"beads",4,"FC-PT79"
9972.6602,"beads",4,"FC-PT79"
10987.25,"beads",4,"FC-PT79"
11996.1592,"beads",4,"FC-PT79"
11049.0195,"beads",4,"FC-PT79"
12271.6396,"beads",4,"FC-PT79"
11027.0098,"beads",4,"FC-PT79"
12120.4092,"beads",4,"FC-PT79"
11074.5801,"beads",4,"FC-PT79"
10936.8398,"beads",4,"FC-PT79"
11650.3896,"beads",4,"FC-PT79"
13254.2793,"beads",4,"FC-PT79"
12102.6592,"beads",4,"FC-PT79"
11028.4297,"beads",4,"FC-PT79"
17306.25,"beads",4,"FC-PT79"
10627.2793,"beads",4,"FC-PT79"
11369.2295,"beads",4,"FC-PT79"
12354,"beads",4,"FC-PT79"
11881.1396,"beads",4,"FC-PT79"
12767.9297,"beads",4,"FC-PT79"
12776.4492,"beads",4,"FC-PT79"
11755.4697,"beads",4,"FC-PT79"
12177.21,"beads",4,"FC-PT79"
9521.8096,"beads",4,"FC-PT79"
11664.5898,"beads",4,"FC-PT79"
11969.8896,"beads",4,"FC-PT79"
11899.5996,"beads",4,"FC-PT79"
11747.6592,"beads",4,"FC-PT79"
11683.7598,"beads",4,"FC-PT79"
10184.9492,"beads",4,"FC-PT79"
12907.7998,"beads",4,"FC-PT79"
10273.6992,"beads",4,"FC-PT79"
11045.4697,"beads",4,"FC-PT79"
12261.6992,"beads",4,"FC-PT79"
12162.2998,"beads",4,"FC-PT79"
12125.3799,"beads",4,"FC-PT79"
11416.0898,"beads",4,"FC-PT79"
11210.8994,"beads",4,"FC-PT79"
12565.5801,"beads",4,"FC-PT79"
12493.1592,"beads",4,"FC-PT79"
11798.0693,"beads",4,"FC-PT79"
11162.6201,"beads",4,"FC-PT79"
11555.25,"beads",4,"FC-PT79"
11888.9492,"beads",4,"FC-PT79"
11393.3701,"beads",4,"FC-PT79"
12078.5195,"beads",4,"FC-PT79"
11130.6699,"beads",4,"FC-PT79"
12054.3799,"beads",4,"FC-PT79"
