"cell_type","replicate","stim_type","stim_level","stim_unit","time","merged_nuclei","nuclearity","response"
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.474
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2627
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2527
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2796
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4723
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.48
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9154
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1926
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.528
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0354
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4686
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7042
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.277
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1485
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.167
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2556
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2333
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2008
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2842
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1621
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2841
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7394
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3831
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7239
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3533
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5289
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4811
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3582
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1697
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1571
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1404
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3928
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2736
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2193
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2447
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.4782
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3977
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1445
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5084
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.123
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.338
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3854
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3061
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2028
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2484
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.7152
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9626
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5973
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1528
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4623
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4201
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3003
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7959
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2016
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4095
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1227
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6548
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1278
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",3.1128
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3662
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0671
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0902
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7553
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1935
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1425
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.4962
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.132
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4263
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9277
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2744
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0998
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1171
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2633
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1656
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0496
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2969
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.5859
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5694
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8811
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9938
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.396
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4364
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0973
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.318
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.2117
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4829
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1907
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",8.7248
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3426
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2645
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.736
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.7987
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3842
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9151
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5116
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3692
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3654
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3932
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1234
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3504
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.574
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5062
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2622
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6685
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6602
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3806
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2257
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6475
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8525
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3594
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9004
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7953
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4598
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3261
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.483
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4941
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5879
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3014
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2988
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8359
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6971
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8447
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1752
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4665
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2379
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0443
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9443
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.685
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3004
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4018
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4213
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5051
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3495
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3339
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4372
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1167
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.366
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9276
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3702
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4789
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7968
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9546
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9021
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9451
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7035
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4726
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4341
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3788
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4639
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6001
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.6482
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8094
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1786
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3245
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4241
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2571
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",9.2043
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5158
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5853
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4253
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6085
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3973
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6004
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5832
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.311
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7803
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1157
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.521
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4558
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.7855
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1325
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.199
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8183
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7415
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.117
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4034
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8573
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4487
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",7.745
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9934
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3424
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.0095
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.476
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.6938
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8118
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.347
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.7116
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.692
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3671
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3931
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.54
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.318
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.2012
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.8645
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2738
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8756
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7265
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4593
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2694
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6318
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.561
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.786
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6109
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7236
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.012
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4332
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.8938
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3219
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5722
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8741
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8586
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.944
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3617
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2703
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4885
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4075
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7728
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4118
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.775
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1783
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6814
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5792
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1873
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5607
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",7.4362
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8379
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.598
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3162
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3132
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0789
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2036
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3815
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",3.8416
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.264
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7835
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3271
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3976
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0421
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3049
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5689
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6576
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4073
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.2759
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6123
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3072
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.1891
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2063
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4426
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0447
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.0002
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.964
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3372
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5465
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0033
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0007
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0004
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.5224
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3553
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.0092
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.5447
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9884
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5329
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.7817
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.265
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.0801
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.3286
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.966
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.882
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3201
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3857
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3305
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4391
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7119
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3622
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8779
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8383
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7729
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5093
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5394
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7982
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1064
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.501
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0869
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.152
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7776
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.6201
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.5886
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.425
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4448
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1047
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7363
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5016
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2895
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4558
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4025
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4947
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9011
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.2993
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.6098
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6978
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.509
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",2.648
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0275
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8511
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.3406
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9523
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.2884
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.273
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.78
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1231
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0915
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7275
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8228
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.129
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5801
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.884
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.9593
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9541
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.4656
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5706
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7344
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0768
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9334
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0805
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4859
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8925
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1557
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5396
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.4014
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.7491
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.1094
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9614
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.6054
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8466
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.8953
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.3427
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.5529
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",0.9943
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.0286
"MEF","PT101","IFNG",0,"ng/ml",15,NA,"single-nuclear",1.4723
